ID,Feature_Alpha,Feature_Beta,Feature_Gamma,Feature_Delta,Feature_Epsilon,Feature_Zeta,Feature_Eta,Feature_Theta,Target_Value
4463,5.1507,34.0,6.257396449704142,1.0414201183431953,1253.0,3.7071005917159763,33.77,-118.02,2.075
8811,31.406,396.0,5.4485842026825635,1.014903129657228,7.4377951216719325,2.5305514157973175,37.97,-121.35,0.939
20069,30.139,468.0,5.175732217573222,1.0711297071129706,6.459904454377535,2.6694560669456067,36.63,-119.68,0.653
13511,35.0,168.0,5.5528455284552845,1.0785907859078592,6.977281341630747,2.902439024390244,38.16,-121.32,2.408
2910,23.566,180.0,5.665775401069519,1.0401069518716577,6.984716320118266,2.8850267379679146,39.43,-121.52,0.804
13809,50.141999999999996,180.0,5.981954887218045,1.0406015037593985,7.791109510610028,3.6360902255639096,33.99,-117.95,2.699
3237,6.7413,3.0,6.322051282051282,1.205128205128205,2198.0,2.2543589743589743,37.55,-122.24,4.359
5443,3.1979,35.0,3.2950819672131146,0.9528688524590164,2140.0,4.385245901639344,33.99,-118.2,1.547
18235,41.974000000000004,528.0,5.3541147132169575,0.9950124688279302,7.069874128458572,2.9301745635910224,37.68,-122.13,1.793
6839,40.87,276.0,5.641176470588236,0.9970588235294118,7.239214973779806,4.094117647058823,32.58,-117.05,1.348
12824,4.4453,42.0,5.336,1.072,942.0,2.512,37.34,-121.96,2.554
6418,27.598,120.0,4.895934959349593,1.205420054200542,8.617219505483362,2.994579945799458,33.71,-116.24,0.95
12011,2.7368,29.0,5.181034482758621,0.9913793103448276,2317.0,3.329022988505747,38.49,-121.5,0.782
1557,4.8693,45.0,5.986754966887418,1.0430463576158941,800.0,2.6490066225165565,33.83,-118.17,2.777
19645,52.123999999999995,108.0,5.329931972789115,1.0170068027210883,6.516193076042964,2.295918367346939,33.67,-117.81,1.996
18794,5.2155,18.0,6.553133514986376,1.0626702997275204,872.0,2.3760217983651226,38.27,-122.52,2.483
12239,37.301,624.0,5.147971360381861,0.9976133651551312,6.835184586147301,2.217183770883055,37.68,-121.76,2.044
20438,52.275999999999996,312.0,4.814921090387374,1.033715925394548,7.938802248154481,2.0107604017216643,33.87,-118.4,4.345
10403,4.3981,12.0,6.28046421663443,1.1199226305609284,1459.0,2.8220502901353965,38.79,-120.95,2.028
12609,2.5643,21.0,4.229224376731302,1.0796398891966759,2805.0,1.9425207756232687,34.06,-117.19,1.027
1790,32.405,192.0,6.11377245508982,1.215568862275449,7.617759576608505,3.0434131736526946,35.12,-118.46,0.855
11315,28.75,456.0,4.2133891213389125,1.0251046025104602,6.428105272684596,2.585774058577406,37.72,-122.16,1.448
8840,5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476
14666,40.403000000000006,192.0,6.438813349814586,1.1334981458590854,7.734121303328305,2.823238566131026,35.18,-120.57,3.461
9450,8.7015,18.0,7.5198237885462555,0.9559471365638766,1272.0,2.801762114537445,33.78,-118.05,3.909
16963,9.2298,25.0,7.237676056338028,0.9471830985915493,1585.0,2.790492957746479,37.31,-122.05,5.00001
2699,49.955,396.0,6.061784897025172,1.0274599542334095,7.1731917424865985,2.9816933638443937,34.27,-118.48,2.168
8830,35.489000000000004,336.0,5.152329749103942,1.003584229390681,7.3833681469923835,2.881720430107527,37.68,-121.02,1.064
16042,1.9013,35.0,3.342857142857143,1.0043956043956044,987.0,2.169230769230769,38.56,-121.49,0.869
20065,45.0,180.0,6.072115384615385,1.0144230769230769,6.501289670540389,3.1971153846153846,38.41,-121.94,2.609
2211,55.255,480.0,5.0162162162162165,1.0108108108108107,6.257667587882639,2.8162162162162163,33.92,-118.37,2.427
2800,2.4671,30.0,4.386727688787185,1.05720823798627,828.0,1.894736842105263,32.8,-117.24,2.763
18453,3.9336,15.0,5.553191489361702,1.0687397708674304,2039.0,3.337152209492635,34.04,-117.65,1.51
11294,15.207999999999998,276.0,7.4375,1.5625,5.7745515455444085,2.5078125,39.08,-122.79,0.89
7617,5.9277,38.0,6.356502242152466,1.0022421524663676,1148.0,2.5739910313901344,37.44,-122.13,4.466
12143,1.5743,31.0,4.544871794871795,0.9807692307692307,1219.0,3.907051282051282,35.36,-118.97,0.467
15215,11.111,228.0,5.830917874396135,1.173913043478261,6.582025138892826,3.4830917874396135,37.81,-122.28,1.083
9577,45.525999999999996,120.0,5.518518518518518,1.0052910052910053,6.97914527506881,2.8386243386243386,38.67,-121.8,1.544
20062,5.3799,4.0,7.944629014396456,1.1877076411960132,5839.0,3.233111849390919,34.63,-118.22,2.224
2680,70.54599999999999,192.0,7.425925925925926,0.9851851851851852,6.71901315438526,3.062962962962963,32.91,-117.09,2.822
311,44.437,192.0,5.9326599326599325,0.9865319865319865,6.698268054115413,2.727272727272727,38.37,-122.85,3.05
7775,2.5568,32.0,3.731934731934732,1.0909090909090908,731.0,1.7039627039627039,32.8,-117.25,2.583
3681,3.2667,17.0,6.225331369661267,1.0736377025036818,1809.0,2.6642120765832105,37.82,-120.79,2.695
12840,20.673,444.0,4.083018867924529,1.109433962264151,7.044905117129371,4.324528301886793,32.69,-117.12,0.885
8658,36.375,312.0,4.933774834437086,1.0662251655629138,5.5134287461649825,1.6357615894039734,33.86,-117.92,1.339
5489,2.125,24.0,5.127208480565371,1.1307420494699647,1413.0,4.992932862190813,37.93,-121.27,0.612
6607,2.6964,33.0,6.16060606060606,1.1363636363636365,914.0,2.7696969696969695,39.16,-121.57,0.685
12018,29.619,324.0,3.9614855570839063,1.1031636863823935,7.642044402873258,2.8651994497936726,33.83,-118.31,2.234
20239,59.771,444.0,6.088495575221239,1.0486725663716814,6.428105272684596,2.734513274336283,34.22,-118.23,4.318
2753,22.156,312.0,3.773076923076923,1.0384615384615385,7.1204443723924875,2.376923076923077,33.94,-117.94,1.45
12184,6.6178,44.0,6.83955223880597,1.2350746268656716,515.0,1.921641791044776,33.51,-117.78,5.00001
6120,29.519000000000002,516.0,4.189655172413793,0.9885057471264368,6.841615476477592,5.373563218390805,34.26,-118.43,1.409
18876,25.293999999999997,444.0,4.879256965944273,1.0340557275541795,7.234177179749849,4.287925696594427,37.46,-122.13,1.594
16952,6.9308,18.0,6.704761904761905,1.0793650793650793,1048.0,3.326984126984127,33.88,-117.83,2.317
15282,2.9222,24.0,5.141176470588236,1.0294117647058822,1027.0,2.0137254901960784,38.45,-122.67,2.426
4239,22.320999999999998,432.0,5.865671641791045,1.4477611940298507,6.352629396319567,4.276119402985074,35.52,-119.28,0.375
14523,25.893,396.0,3.8908045977011496,1.0459770114942528,6.892641641172089,5.655172413793103,33.91,-118.23,0.889
8282,98.41300000000001,384.0,7.17004048582996,1.0148448043184886,8.378850241794492,2.937246963562753,34.22,-118.19,5.00001
5350,2.5833,19.0,3.156862745098039,1.0980392156862746,191.0,1.8725490196078431,37.49,-122.24,5.00001
6025,4.4375,10.0,6.041420118343195,0.980276134122288,1168.0,2.3037475345167655,39.13,-121.05,1.851
1182,46.806,276.0,5.674418604651163,1.0518783542039356,7.291656209174461,2.62432915921288,34.44,-119.81,2.889
19580,1.9766,27.0,3.685279187817259,1.0642978003384094,2379.0,4.025380710659898,34.06,-117.77,1.08
18754,2.9432,49.0,6.029315960912052,1.1596091205211727,849.0,2.765472312703583,38.1,-122.24,1.035
13373,12.6417,39.0,9.10997442455243,1.0,1139.0,2.9130434782608696,37.56,-122.34,5.00001
13484,2.1265,32.0,4.436314363143631,1.1111111111111112,2050.0,2.7777777777777777,37.98,-121.26,0.557
9497,4.1944,8.0,2.909090909090909,0.8181818181818182,26.0,2.3636363636363638,33.63,-117.8,2.708
1828,5.311,8.0,6.464096749811035,1.0861678004535147,3335.0,2.5207860922146637,33.12,-117.25,2.558
3403,42.852,288.0,5.447928331466965,1.083986562150056,7.7475968386928855,2.5923852183650617,37.99,-122.32,1.735
12797,63.303000000000004,168.0,6.028358208955224,0.9985074626865672,7.552762084214147,2.843283582089552,33.92,-117.87,3.03
4167,4.275,26.0,6.028117359413203,1.0427872860635696,2249.0,2.749388753056235,33.77,-117.83,2.854
7179,3.5096,31.0,5.64055944055944,1.0,2585.0,3.6153846153846154,32.61,-117.05,1.399
6813,4.5357,13.0,5.850485436893204,0.9436893203883495,1361.0,2.6427184466019416,40.52,-122.66,1.712
16819,41.812,204.0,4.8076923076923075,0.9188034188034188,7.105786129481271,2.6025641025641026,36.33,-119.34,0.937
8466,52.5,420.0,5.788321167883212,0.9343065693430657,6.380122536899765,4.299270072992701,33.84,-117.97,1.902
4818,1.7986,40.0,4.219607843137255,0.9568627450980393,705.0,2.764705882352941,33.92,-118.26,0.989
6287,23.289,204.0,5.772058823529412,1.1397058823529411,6.035481432524756,3.0661764705882355,40.61,-122.45,0.582
4625,2.4286,34.0,3.7728494623655915,1.032258064516129,2217.0,2.9798387096774195,33.82,-118.2,2.048
2705,1.8355,29.0,4.487364620938628,1.1263537906137184,836.0,3.0180505415162453,36.68,-119.76,0.742
7779,5.8416,25.0,7.273381294964029,1.0611510791366907,639.0,2.2985611510791366,38.57,-121.4,2.976
9581,3.4359,21.0,5.506410256410256,0.9871794871794872,1194.0,3.826923076923077,33.23,-117.24,1.509
9185,19.762,624.0,4.242753623188406,1.1521739130434783,7.027314514039777,4.079710144927536,34.06,-117.75,1.058
2712,24.583,372.0,5.325925925925926,1.1851851851851851,6.705639094860003,3.022222222222222,34.65,-120.47,1.281
1216,5.0196,52.0,4.7224576271186445,1.055084745762712,1079.0,2.2860169491525424,37.74,-122.43,3.243
17340,32.857,204.0,5.730769230769231,1.0897435897435896,8.230843564198235,4.010683760683761,33.91,-117.49,1.391
14325,21.667,132.0,5.5285714285714285,1.119047619047619,6.46302945692067,3.0476190476190474,33.72,-117.28,1.146
4062,19.191,108.0,4.984615384615385,1.103846153846154,6.645090969505644,2.953846153846154,39.93,-122.2,0.544
19272,26.036,528.0,3.9505494505494507,1.0472527472527473,7.513163545234075,2.012087912087912,37.97,-122.53,2.875
16638,2.2991,44.0,4.209302325581396,1.0852713178294573,1893.0,4.891472868217054,34.03,-118.18,1.375
6975,2.6429,47.0,4.09375,1.0859375,790.0,2.0572916666666665,34.43,-119.71,2.792
20008,8.284,5.0,6.26448362720403,0.9773299748110831,1147.0,2.889168765743073,33.67,-117.8,3.025
5088,5.0956,21.0,5.808917197452229,1.0414012738853504,2266.0,3.6082802547770703,33.7,-117.87,2.46
12953,56.409000000000006,36.0,7.837745516652434,1.0832621690862512,9.040500592684284,3.602476515798463,33.97,-117.21,1.977
10285,27.031,492.0,3.635514018691589,0.9532710280373832,6.1224928095143865,4.252336448598131,34.05,-118.18,1.092
6295,2.6957,23.0,3.667953667953668,1.111969111969112,2249.0,2.8944658944658945,34.2,-118.48,1.917
16256,4.0425,31.0,4.713833157338965,1.0464625131995775,2420.0,2.555438225976769,33.8,-118.31,2.779
20252,40.793,624.0,4.949799196787149,0.9819277108433735,7.065613363597717,2.3493975903614457,37.76,-122.47,3.067
3977,4.537,29.0,5.126126126126126,0.9774774774774775,964.0,4.342342342342342,33.89,-118.07,1.853
7311,55.401999999999994,240.0,6.56175972927242,1.125211505922166,7.409741954080923,2.793570219966159,34.22,-118.89,2.646
2544,27.173,624.0,4.245161290322581,1.1290322580645162,6.841615476477592,2.010752688172043,37.75,-122.42,3.0
16490,1.375,52.0,2.697247706422018,1.1307339449541285,1136.0,2.6055045871559632,37.77,-122.42,3.125
20425,23.584,180.0,3.629348513598988,1.1176470588235294,8.438366410870266,2.9222011385199242,34.23,-118.45,1.576
7988,3.0187,24.0,4.173775671406003,1.099526066350711,1649.0,2.6050552922590837,34.21,-118.58,2.177
4276,7.6632,28.0,7.819905213270142,0.995260663507109,557.0,2.639810426540284,33.95,-117.35,2.048
12600,32.396,168.0,5.092511013215859,0.9515418502202643,6.354370040797351,2.5286343612334803,38.37,-121.94,1.438
6948,1.5427,28.0,4.487394957983193,1.2079831932773109,1799.0,3.7794117647058822,33.95,-118.25,0.957
12642,12.75,228.0,4.2269736842105265,1.3486842105263157,7.266827347520591,2.3536184210526314,32.8,-114.55,0.561
15874,38.826,204.0,9.426315789473684,1.8736842105263158,6.07073772800249,2.2736842105263158,39.63,-120.73,0.924
14586,31.732999999999997,228.0,3.599260172626387,1.0567200986436498,7.532088143541722,2.3008631319358814,34.16,-118.26,2.063
8102,55.259,624.0,5.943786982248521,1.0,6.7357800142423265,2.4881656804733727,37.33,-121.92,2.958
1946,20.348000000000003,204.0,2.6659815005138747,1.0565262076053443,8.281723990411392,4.059609455292908,34.2,-118.39,1.772
9244,68.729,96.0,14.70673076923077,2.4038461538461537,6.418364935936212,2.9423076923076925,33.78,-116.4,2.592
9368,32.383,216.0,4.4557926829268295,1.021341463414634,7.468513271496337,2.669207317073171,34.11,-117.88,1.57
12371,3.1953,15.0,5.178571428571429,1.1717687074829932,1340.0,2.2789115646258504,36.8,-119.72,0.857
4103,36.422,228.0,4.344202898550725,0.9094202898550725,6.594413459749778,2.6449275362318843,33.82,-117.96,2.094
19833,2.2287,29.0,3.707865168539326,1.1146067415730336,882.0,1.9820224719101123,32.76,-117.09,1.4
13950,77.852,144.0,4.038922155688622,1.0449101796407185,6.285998094508865,1.6047904191616766,37.81,-122.4,2.5
15962,22.791,276.0,5.394944707740916,1.2290679304897314,7.30854279753919,2.3570300157977884,34.86,-120.45,1.148
19060,40.495000000000005,144.0,5.214780600461894,1.0531177829099307,7.045776576879511,2.648960739030023,33.14,-117.13,1.539
18791,2.4375,20.0,4.79074074074074,1.012962962962963,1534.0,2.8407407407407406,36.93,-121.77,1.904
15801,36.065,624.0,4.736964078794902,1.0961761297798378,7.553286605600419,2.208574739281576,37.8,-122.41,4.333
10684,15.0,540.0,2.7683397683397684,1.2104247104247103,6.601230118728877,1.4189189189189189,33.77,-118.18,1.625
14872,3.1726,29.0,4.190692395005676,1.0998864926220204,2683.0,3.0454029511918277,33.79,-117.92,1.987
9670,23.182000000000002,288.0,5.574931880108992,1.2043596730245232,6.70073110954781,2.212534059945504,33.17,-117.36,5.00001
7454,4.0625,10.0,5.916859122401847,1.0623556581986142,1478.0,3.4133949191685913,38.7,-121.42,0.962
53,24.922,276.0,4.764705882352941,1.0417457305502846,6.959398512133975,1.9962049335863377,38.52,-122.78,1.92
19186,0.8252,15.0,5.05,1.35,145.0,3.625,39.48,-121.57,0.425
15381,5.8343,15.0,6.598726114649682,0.9490445859872612,395.0,2.515923566878981,32.95,-117.26,5.00001
10112,32.228,336.0,3.58004158004158,1.1143451143451144,7.057897937411856,2.413721413721414,34.03,-118.39,2.325
5918,4.1094,14.0,5.9937888198757765,1.1273291925465838,990.0,3.0745341614906834,38.0,-121.9,1.622
5532,42.454,396.0,6.073746312684365,1.064896755162242,6.97914527506881,3.1651917404129795,34.12,-117.87,1.838
12214,1.6375,18.0,4.566009104704097,1.1229135053110775,2317.0,3.5159332321699543,34.13,-117.33,0.724
9769,52.328,588.0,5.660287081339713,0.9808612440191388,6.208590026096629,2.373205741626794,37.78,-122.19,1.742
7895,4.8953,21.0,5.395806028833552,0.9855832241153342,2001.0,2.622542595019659,36.98,-121.88,2.895
11275,2.5238,32.0,5.063106796116505,1.1116504854368932,1355.0,3.2888349514563107,34.07,-117.33,0.892
11620,6.4651,25.0,5.481953290870488,1.0509554140127388,1088.0,2.3099787685774946,32.97,-117.26,5.00001
13820,4.2566,16.0,4.924731182795699,1.0595533498759304,3107.0,2.5698924731182795,33.87,-117.8,2.061
5656,2.8208,33.0,4.051020408163265,1.1581632653061225,739.0,1.885204081632653,34.17,-118.38,2.385
1426,8.012,336.0,5.283950617283951,1.1666666666666667,6.077642243349034,2.685185185185185,37.75,-122.19,0.818
1907,44.653,396.0,5.872909698996655,1.0568561872909699,7.586803535162581,3.2959866220735785,34.02,-117.98,1.932
7240,48.9,108.0,7.261061946902655,1.4557522123893805,7.450660796211539,1.9026548672566372,33.46,-117.74,4.541
17,3.1625,16.0,5.99234693877551,1.1377551020408163,1302.0,3.3214285714285716,37.68,-120.97,1.303
17518,41.25,432.0,6.030927835051546,1.0103092783505154,7.101675971619444,3.1262886597938144,34.01,-117.73,2.13
18477,2.8542,52.0,4.497237569060774,1.1933701657458564,327.0,1.8066298342541436,38.56,-121.48,1.25
9035,5.0867,24.0,4.703868103994927,1.1128725428027901,2713.0,1.7203551046290424,34.02,-118.52,5.00001
8417,38.75,528.0,4.7392638036809815,1.0245398773006136,6.331501849893691,1.7208588957055215,37.78,-122.44,4.125
9354,3.2232,27.0,4.86737400530504,1.0954907161803713,1221.0,3.2387267904509285,33.43,-117.62,2.471
15556,45.208000000000006,384.0,4.606459330143541,1.076555023923445,7.284134806195205,1.7416267942583732,34.03,-118.49,4.421
1850,3.8875,34.0,4.4673539518900345,0.993127147766323,650.0,2.2336769759450172,34.26,-118.47,1.992
18636,34.722,408.0,5.114457831325301,1.0783132530120483,7.653969180478774,4.232931726907631,34.04,-117.98,1.546
13044,3.1895,45.0,5.533333333333333,1.1666666666666667,302.0,5.033333333333333,34.04,-118.16,1.563
6661,28.775,156.0,4.68586387434555,1.0837696335078535,7.813995675002791,4.317626527050611,36.57,-121.42,1.341
12238,2.7014,33.0,4.076576576576577,0.9234234234234234,989.0,4.454954954954955,32.6,-117.06,1.082
11718,4.3333,42.0,4.607565011820331,0.9976359338061466,1184.0,2.7990543735224587,33.91,-118.36,2.256
14981,6.3197,33.0,6.131578947368421,1.0382775119617225,1230.0,2.9425837320574164,37.31,-122.02,3.401
17936,2.125,37.0,3.6574923547400613,1.1131498470948011,1622.0,4.960244648318043,33.98,-118.24,1.089
19495,18.783,540.0,4.445333333333333,1.064,6.834108738813838,2.474666666666667,34.02,-118.33,1.182
8476,2.8571,44.0,2.768041237113402,0.8917525773195877,355.0,1.8298969072164948,37.56,-122.32,2.5
318,17.898,420.0,4.970394736842105,1.0394736842105263,6.794586580876499,2.9342105263157894,37.96,-121.26,0.635
18776,34.058,156.0,3.334417344173442,1.0720867208672087,8.130942302231878,1.8411924119241192,34.03,-118.4,2.75
10166,5.0821,4.0,4.014634146341463,0.9951219512195122,853.0,2.080487804878049,37.44,-121.9,2.655
3925,19.792,264.0,4.553072625698324,1.1284916201117319,8.390041405755754,12.296089385474861,37.72,-121.29,0.63
2051,3.0546,33.0,2.922576447625244,1.0299284320104098,3477.0,2.262199089134678,37.7,-122.48,2.979
5671,3.4519,36.0,4.463302752293578,1.0137614678899083,1086.0,4.981651376146789,34.26,-118.42,1.433
13325,72.554,192.0,7.577154308617234,1.0100200400801602,7.418180822726788,3.3366733466933867,33.85,-117.78,3.356
9827,2.2727,10.0,4.934027777777778,1.0763888888888888,1443.0,2.5052083333333335,36.59,-119.61,0.927
2606,22.788,552.0,4.490054249547921,1.061482820976492,7.660114319173928,3.8354430379746836,34.1,-118.23,1.529
5753,29.161,228.0,4.86080586080586,0.9688644688644689,7.9561263512135,2.6117216117216118,32.82,-116.95,1.357
15392,26.122999999999998,444.0,4.17936507936508,1.0,7.552237287560802,3.022222222222222,33.93,-117.95,1.613
4372,3.4539,35.0,6.739130434782608,1.2687747035573123,708.0,2.7984189723320156,38.67,-122.52,3.0
3438,11.25,216.0,5.4875,1.38125,6.731018100482083,2.615625,38.64,-121.44,0.705
6851,31.634999999999998,360.0,3.5050675675675675,1.160472972972973,6.934397209928558,1.7331081081081081,34.02,-118.49,3.667
19416,18.618,624.0,4.157718120805369,1.0738255033557047,6.840546529288687,3.134228187919463,34.36,-119.06,1.833
747,8.3678,34.0,7.860304287690179,1.0442600276625174,1962.0,2.7136929460580914,37.91,-122.12,4.553
17065,17.813000000000002,348.0,4.648578811369509,0.9198966408268734,7.153833801578843,3.302325581395349,36.43,-119.69,0.579
18423,2.6528,9.0,5.116814159292035,1.047787610619469,3026.0,2.6778761061946903,35.59,-120.63,1.135
3990,28.977,228.0,5.0726744186046515,1.186046511627907,7.9441374911141125,4.09593023255814,34.09,-117.63,1.262
9717,6.1287,4.0,6.791896869244936,1.0810313075506446,10450.0,3.2074892572130143,34.01,-117.75,2.896
15104,27.044999999999998,456.0,4.454545454545454,1.1618625277161863,7.27931883541462,3.212860310421286,33.86,-118.19,1.554
12019,17.35,168.0,4.599397590361446,0.9789156626506024,7.282073658093465,4.376506024096385,32.73,-115.53,0.612
8308,3.9018,28.0,5.245508982035928,0.9820359281437125,2187.0,2.6191616766467067,33.78,-117.93,1.823
16476,27.5,156.0,5.275204359673024,1.0463215258855585,7.055312843339752,3.155313351498638,37.32,-120.5,0.832
8724,3.1587,47.0,5.394594594594595,1.1405405405405404,597.0,3.227027027027027,37.75,-122.17,1.004
13269,80.137,108.0,7.734673111167642,1.0412108878148054,9.462965052612562,3.2747392520987026,34.16,-118.78,3.992
6953,2.9219,28.0,4.15347721822542,1.0431654676258992,1198.0,2.8729016786570742,34.2,-118.44,2.413
18112,2.1691,39.0,4.023668639053255,1.0887573964497042,589.0,1.742603550295858,38.57,-121.47,1.5
19127,15.727,312.0,2.1515711645101665,1.2458410351201479,7.430114138561801,3.11460258780037,34.05,-118.27,2.25
8381,3.809,7.0,5.840938722294655,1.0117340286831813,2271.0,2.960886571056063,39.16,-121.62,1.107
11164,29.5,156.0,4.515151515151516,1.1774891774891776,7.213031659834869,2.935064935064935,33.87,-118.0,1.656
7194,1.9787,39.0,4.398119122257054,1.0376175548589341,1659.0,2.6003134796238245,38.68,-121.78,0.978
14167,51.238,624.0,6.167076167076167,1.076167076167076,7.050989447068045,2.832923832923833,37.73,-122.45,3.351
4468,3.8029,16.0,4.43952802359882,1.056047197640118,835.0,2.4631268436578173,33.7,-117.88,2.054
18452,33.173,216.0,5.645372645372645,1.1236691236691236,7.950854857719988,2.3235053235053234,34.65,-118.29,2.184
19549,22.364,336.0,2.6420581655480984,1.0615212527964206,7.9229859587111955,3.086129753914989,34.07,-118.31,3.056
19751,1.5203,27.0,4.65311004784689,1.0669856459330143,859.0,2.055023923444976,34.03,-117.06,1.262
7389,34.15,348.0,4.128205128205129,1.098793363499246,7.763446388727362,1.7737556561085972,34.15,-118.44,3.825
12133,30.313,204.0,5.870614035087719,1.1644736842105263,7.126890808898808,2.7280701754385963,41.84,-124.3,1.036
4868,132.935,324.0,7.607142857142857,1.012672811059908,7.756623334538858,2.6912442396313363,34.11,-118.49,5.00001
13054,37.455,564.0,4.871125611745514,1.0228384991843393,7.24422751560335,2.2822185970636215,37.31,-121.89,2.474
14010,4.0583,17.0,6.404255319148936,2.0,122.0,2.595744680851064,38.13,-120.26,0.875
7978,42.415000000000006,192.0,6.069986541049798,1.015477792732167,8.182000136293405,2.40578734858681,34.12,-117.76,2.757
13091,40.774,420.0,5.225388601036269,0.9922279792746114,7.236339342754344,3.5958549222797926,33.92,-118.1,1.716
5483,2.0938,27.0,6.769230769230769,1.3356643356643356,283.0,1.979020979020979,38.91,-120.01,0.944
9113,19.049,120.0,3.689655172413793,1.1140583554376657,7.229113877793302,3.6551724137931036,33.85,-118.29,2.222
18222,20.893,552.0,4.381818181818182,0.9333333333333333,6.021023349349527,2.4909090909090907,33.92,-118.25,0.965
4504,37.549,276.0,3.3681183237469186,1.057518488085456,7.651595573857601,1.7280197206244865,34.05,-118.45,2.75
1301,5.0224,52.0,5.064327485380117,1.1988304093567252,587.0,3.4327485380116958,37.73,-122.44,2.619
9928,24.028,492.0,3.896135265700483,1.0748792270531402,7.301147805856032,3.577294685990338,37.74,-122.17,0.977
20198,31.145999999999997,288.0,4.88785046728972,1.1744548286604362,6.573680166960646,2.2274143302180685,32.82,-117.17,1.875
1199,3.1364,18.0,3.629032258064516,1.2594086021505377,1042.0,1.4005376344086022,36.59,-121.89,1.5
8565,1.4167,25.0,2.200278164116829,1.0848400556328233,2390.0,3.3240611961057023,34.04,-118.28,2.0
13119,6.1872,19.0,7.415686274509804,1.0431372549019609,678.0,2.6588235294117646,38.66,-121.27,1.887
15440,3.7222,35.0,5.53932584269663,1.0308988764044944,1152.0,3.235955056179775,33.87,-117.96,1.875
20549,6.3064,17.0,5.359765051395008,1.0802741067058248,4713.0,2.3069016152716593,33.77,-118.38,4.183
259,2.3352,28.0,4.544419134396355,1.111617312072893,1182.0,2.69248291571754,37.93,-122.35,0.843
19926,4.1875,6.0,5.816358024691358,1.0324074074074074,2061.0,3.1805555555555554,36.84,-121.38,2.176
19737,4.2837,16.0,4.214046822742475,1.1078595317725752,3150.0,2.6337792642140467,37.36,-121.96,2.645
14790,32.35,144.0,6.094650205761317,1.0905349794238683,6.630683385642372,3.1152263374485596,33.64,-117.19,2.107
1613,5.1624,12.0,7.22040072859745,0.9544626593806922,1707.0,3.109289617486339,33.89,-117.38,2.679
2990,6.1737,25.0,7.889502762430939,1.0718232044198894,1212.0,3.3480662983425415,33.85,-118.05,3.131
12255,40.217,624.0,5.176724137931035,1.0905172413793103,6.778784897685177,1.8922413793103448,34.06,-118.37,5.00001
10289,18.208,228.0,5.426997245179064,1.18732782369146,7.062191632286556,3.212121212121212,41.09,-123.72,0.5
16064,23.824,420.0,4.087591240875913,1.083941605839416,6.492239835020471,2.4051094890510947,38.44,-122.73,1.45
18760,1.3194,19.0,4.244230769230769,1.0865384615384615,1481.0,2.848076923076923,37.75,-122.19,0.814
7671,32.656,348.0,5.621621621621622,1.0926640926640927,7.691200097522863,4.223938223938224,34.11,-117.34,0.906
17405,2.8711,48.0,4.419700214132762,1.0364025695931478,1055.0,2.259100642398287,37.76,-122.47,3.296
13441,46.806,492.0,5.211805555555555,1.0381944444444444,6.4457198193855785,2.1840277777777777,37.68,-121.77,2.094
10401,3.9531,17.0,4.411526794742164,1.0525783619817999,1640.0,1.6582406471183013,37.89,-122.52,4.176
9123,3.0417,35.0,4.798507462686567,0.8731343283582089,331.0,2.470149253731343,38.67,-121.34,1.207
5073,3.0938,34.0,5.719557195571956,1.1383763837638377,1155.0,2.1309963099630997,35.14,-120.68,2.459
20308,33.304,192.0,4.462321792260693,1.0047522063815342,8.726156679156613,4.182620502376103,34.28,-118.4,1.549
18533,2.8125,33.0,5.099514563106796,1.1359223300970873,1997.0,4.847087378640777,34.06,-117.16,1.172
19367,21.964000000000002,360.0,3.0766233766233766,0.977922077922078,8.089482474360754,4.232467532467532,33.98,-118.2,1.585
19576,61.571999999999996,300.0,7.051136363636363,1.0227272727272727,6.8679744089702925,2.727272727272727,33.63,-117.97,3.44
7420,30.625,624.0,6.108958837772397,1.1138014527845037,7.0630481633881725,2.8256658595641646,33.96,-118.31,1.274
9804,72.58200000000001,48.0,7.376840696117805,1.0475234270414993,8.257904193465674,2.5816599732262384,38.63,-121.24,2.732
5109,3.6219,29.0,4.698234349919743,1.0176565008025682,1710.0,2.744783306581059,34.11,-117.65,1.766
11922,28.102,204.0,5.560581583198708,1.1389337641357027,7.434847875211999,2.7350565428109856,39.31,-121.13,1.289
4176,18.529,624.0,4.8808777429467085,1.078369905956113,6.63200177739563,2.376175548589342,40.8,-124.17,0.625
1040,27.669999999999998,504.0,4.7356020942408374,1.1099476439790577,6.9985096422506015,2.863874345549738,34.04,-118.37,1.43
15996,33.7,432.0,4.96013018714402,1.045565500406835,8.037220031133012,2.5166802278275022,32.72,-117.12,1.591
18414,9.6465,5.0,7.902474526928676,0.9679767103347889,2315.0,3.3697234352256187,34.21,-118.65,5.00001
11149,27.884999999999998,408.0,4.384068278805121,0.9985775248933144,7.493317248862145,2.5533428165007113,38.26,-122.04,1.059
16510,47.833,336.0,6.550161812297735,1.1003236245954693,6.739336627357174,2.7313915857605178,38.4,-122.29,3.611
18149,29.904000000000003,432.0,4.3675417661097855,1.026252983293556,6.628041376179533,1.801909307875895,32.74,-117.25,2.868
9807,16.838,168.0,4.745856353591161,1.171270718232044,6.295266001439646,2.9889502762430937,34.58,-117.41,0.579
